ID,ABNORMAL,GROUP,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9
28,0,2,6.906031746031746,7.825396825396825,9.468951813214108,8.56582215598609,9.725782414307005,0.001994022940698589,0.009730317329554945,0.001994022940698589,0.014325616671575158,0.0066071428571428574
29,0,0,9.578947368421053,11.078947368421053,5.976400074920397,7.330907339523185,8.009552350627459,0.00015615115184109904,0.00045060995505546655,0.00014980373446127232,0.003804457927568598,0.0017915271167518656
31,0,1,4.427852348993288,5.291227229146692,4.644527646643876,5.570785175538553,5.620055347550057,0.00025377490166222537,0.0026330292595842567,0.0002649487757622269,0.004885216293416856,0.0022646872224337013
33,1,4,9.654974630487535,8.56342378116038,7.626440651114896,6.924907917145234,7.92676937700503,0.00016804483577153158,0.0014456605360916811,0.00015602571303750847,0.003444353755262197,0.002595019659239843
34,1,7,2.9339794064203515,4.6341611144760755,3.4267339467695654,3.9282675373503513,5.1478183437221725,0.0004240274934020039,0.003122231129488207,0.0004302788501407355,0.0065577495961445355,0.0031340449770051898
35,1,8,4.427811550151976,3.6595744680851063,5.812298891669646,4.575974258133715,4.715051841258491,0.0009811616954474094,0.004442398517532093,0.0009811616954474094,0.008632550323223756,0.004536891679748823
37,1,5,8.898928024502297,9.341500765696784,14.06233538191396,13.16593503072871,12.243634767339772,0.0023771946758224427,0.0104541504711815,0.0023771946758224427,0.01803336337083042,0.008559554045584986
38,1,7,6.501077121930202,5.638087031451961,6.679082141669438,8.37080146325241,6.658962421017626,0.0005686988171064609,0.004117473694244303,0.0005686988171064605,0.00762586733025312,0.004208371246587807
39,0,1,5.096178617432375,5.7153284671532845,6.143041237113402,6.173367697594502,6.269759450171821,0.0003853564547206165,0.002775636702176356,0.00038727844397383,0.006621406276298513,0.003354142581888247
41,1,8,9.106995884773662,5.2770919067215365,6.274770496992719,7.201329534662868,6.427350427350428,0.0012064630362881227,0.0036968556293048077,0.0011684973488806038,0.009014778546049524,0.005555555555555556
46,0,0,5.437435367114788,11.572905894519131,5.9883024632849,7.369515037300534,6.274117109180726,7.172263422890982e-05,0.00035558806122934136,7.724764114490151e-05,0.0032245606185120853,0.0013283031859194125
48,0,1,3.629842180774749,4.7560975609756095,4.0428934303198245,4.562868029095947,4.999769079782935,0.00022299854929595705,0.0014587596169164667,0.00022299854929595683,0.004876978934363946,0.00224465795371336
50,1,8,8.140458015267175,3.9938931297709925,6.537818320030406,7.3895857088559485,6.64614215127328,0.0011518941755411722,0.0039556208390386415,0.0011188185276348184,0.009785665520550402,0.0062848414682790624
52,1,7,6.08204334365325,6.675696594427245,5.197501267806924,7.312986953114195,6.268452353510672,0.0002680575769978058,0.001161078263797372,0.000258033162707222,0.005258102546742122,0.0028828181164629765
54,1,7,5.825632784250703,5.642828445158698,5.9400934846894975,6.33759420013355,5.610130687780216,0.00040020559717391003,0.002716878413102736,0.00040020559717391003,0.006559165659140155,0.0036967271014834
55,1,8,6.832684824902723,4.862256809338521,6.08033117028418,6.051689415976728,6.2501678227791455,0.0009118968039925364,0.0039110163642655455,0.0008777950581815782,0.007983249088839097,0.004936675692200193
56,1,7,6.107228594291811,6.288343558282208,5.547242180325212,7.305440008643509,6.130246880233375,0.00025566293398783036,0.0019249568424687903,0.00026072605786126626,0.006072573260233133,0.0032049905404714423
57,0,1,5.479527226677924,5.934993668214436,5.80641447368421,6.584375,6.150328947368421,0.0006227810092937752,0.00366463100792122,0.0006137328623585275,0.006659009257299043,0.003717862595419847
59,1,7,4.979990239141045,4.923865300146413,6.317430950178406,7.249768732654949,6.185410334346504,0.0006096297964718972,0.0036388980948537796,0.0005772366008482238,0.0074616880297788185,0.004596139695477444
60,0,1,5.702718334297281,6.420474262579526,5.771684053651267,6.782712369597616,6.251266766020865,0.0010276781268947922,0.005123113326261631,0.0009083477155054951,0.008197806679893537,0.004312834953220093
62,0,0,9.03061224489796,11.827551020408164,5.322583399749516,7.741973129910053,6.661547876579756,8.468834688346886e-05,0.00033028455284552833,8.468834688346886e-05,0.0035706961208084318,0.001217818428184282
64,0,1,4.03362122146823,5.3627390499691545,4.383116195318292,5.155068319034001,5.33312149136744,0.0004270727358966891,0.002974672785993541,0.0004249532551419341,0.0059288213518115945,0.0035441101478837327
65,0,0,6.207282913165266,9.68235294117647,5.667598240081576,6.459599297543289,6.431255546953189,0.00010327529882592637,0.0006515203497833703,9.941316445535642e-05,0.003753859628616975,0.002130336722985004
67,1,8,7.9648541114058355,4.522546419098143,5.030514610809413,5.927764847857944,5.240927506249461,0.0004290066777165742,0.0021355664793205596,0.0004129633309139091,0.006209287969036009,0.004104207758053912
69,1,8,5.731743666169896,3.767511177347243,5.151105651105651,5.312858312858313,5.895986895986896,0.0012613635989984955,0.004160728611265571,0.001208167210341911,0.009333433812167677,0.005310182548312305
72,1,8,14.814589665653495,10.402735562310031,22.24469756480754,18.243519245875884,23.58994501178319,0.0012387644172888643,0.00501857759434186,0.0011865211200759365,0.009151609016741176,0.005333951762523191
75,1,7,6.271272114574558,5.778433024431339,6.4134068118167855,7.271207877857078,6.3872075164874875,0.00039747241776196543,0.0021651169824738314,0.0003598546187340314,0.006519032355736158,0.0026154233689589406
76,0,1,4.244664634146342,5.001270325203252,4.714455539705183,5.7031225233792995,5.62719923918212,0.00018125532133525266,0.001351270050159031,0.00018125532133525207,0.005111719657310862,0.0027166666666666667
77,1,4,7.428618152085037,7.458708094848733,7.9935100764602325,7.28440053600988,4.84308573530571,0.0001541770314973135,0.0016699360584861076,0.00016522965166711168,0.00388323016857048,0.0016059155621011292
79,1,7,6.690476190476191,5.721001221001221,7.831037649219468,7.403351698806245,6.808999081726355,0.000749737591842855,0.004244468392478081,0.000749737591842855,0.007413687970809857,0.00344279502174239
80,0,1,4.404525728456292,5.618722876627403,5.2770072019205125,5.874699919978661,5.964790610829555,0.00027418293485413495,0.0019255373838648212,0.0002755504392717945,0.004540274025082936,0.0028635665716165827
81,1,4,10.072019867549669,9.878311258278146,7.019217207334274,6.548483779971791,7.680888575458392,0.0009312659342567343,0.005228489522406879,0.0009312659342567343,0.01027391055715974,0.004769694360740422
82,0,0,10.727927927927928,11.4990990990991,11.314799656611232,10.66319950488131,11.85499810337599,0.00012978585334198577,0.0006674829783581462,0.0001304331683467996,0.0043303570722135944,0.0016607397793640495
83,0,0,6.787690179806362,7.616874135546334,5.591754610382688,6.520720072486942,6.3198619550154564,8.318125146807103e-05,0.0004139249538582503,8.318125146807103e-05,0.0030678632906369608,0.0012378847697795876
85,0,1,5.623853211009174,6.077408256880734,5.511382942575603,6.576962283384302,6.334692490655794,0.0007536346604030407,0.003397920237449942,0.0007111815734458348,0.009875643326365315,0.005073723520700535
86,0,1,4.073177083333333,4.971614583333333,4.4534761604704896,5.210775047258979,5.4013862633900445,0.0002383859675772304,0.0018303090017420588,0.00023838596757723088,0.004849276744541233,0.002883438493287158
88,1,8,5.940436796823295,4.765056254136334,4.840950402492859,5.533108283562711,5.09348221241236,0.0005508582632304638,0.0026129501695992706,0.0005508582632304633,0.007101011226644969,0.004643223680656836
89,0,0,4.954232622161046,6.99036476256022,5.407200431486531,6.891229436970006,6.645012435202109,8.233841086867019e-05,0.0005724740484403028,8.233841086867019e-05,0.0032712398846323093,0.0012867846850555783
90,1,8,10.959033613445378,4.20063025210084,12.600141292829388,9.66089720946662,6.791239844577888,0.0006435006435006428,0.0027034686663577863,0.0006435006435006428,0.007585941937259512,0.0033667953667953663
93,1,8,4.460655737704918,5.470491803278689,6.668590668590668,5.808561808561809,5.810966810966811,0.00170749146286083,0.004808161275716558,0.0013095861707700378,0.009625235633846495,0.005631220534311158
94,0,0,7.433051869722557,6.644149577804584,5.368161718256475,7.4459525313599855,6.228174352495262,9.274373052381652e-05,0.0004547281003164884,9.458041834086621e-05,0.003108036000479843,0.001634886481673839
95,1,3,17.015993758533256,15.146869514335869,26.440699935191187,25.583927414128322,19.26247569669475,0.000617541822607896,0.008616712863688387,0.0006175418226078959,0.00752978920095386,0.004173323501700053
96,0,0,7.552757793764988,5.560751398880895,5.156526667086456,6.78904351111391,5.98515206850954,7.584739164978168e-05,0.0004305000483261387,8.242746415999743e-05,0.0026412300188919354,0.0014977464788732396
100,0,0,5.026091319618665,6.452584044154541,5.083428979998871,5.962951812896306,5.6521910926298755,9.78021292009785e-05,0.0005533339367041209,9.546761300580321e-05,0.003506417559664054,0.0012858364206326587
101,1,7,5.244948453608248,5.926185567010309,6.142333809864189,6.284131522516083,5.65939957112223,0.00042975765734414056,0.0021919623169167233,0.00038474006887199785,0.0069696928510277175,0.00372936320754717
105,0,1,5.846860643185298,5.140275650842266,5.138036621960929,5.727478718843775,5.660603833670157,0.00026543504804374363,0.0020459171494975987,0.00026675892183258745,0.00560376073187945,0.0024388172214259173
106,1,6,11.203498150016818,10.342415068953919,26.72512647554806,26.888701517706576,21.770657672849914,0.001792114695340502,0.01264806450795261,0.0017921146953405011,0.01577468178112214,0.007373271889400922
107,1,4,7.868011401008551,7.549660162245122,6.851491698088245,5.787325527551763,7.11020705166369,0.00028796037665217204,0.002532087187143215,0.0002879603766521724,0.007438357101442387,0.004138566533245025
108,1,7,5.199285321605277,5.498075865860363,5.971670039281038,7.3561480776098085,6.112962742530651,0.0004643492863667053,0.0034292269162667756,0.0004553319369820599,0.006500411609711454,0.0028449139422639103
109,0,0,12.379642365887207,13.009628610729024,5.420389563974267,6.9730164403145105,6.189197641172266,9.759636170410717e-05,0.0003238319548996789,9.991488830638276e-05,0.003072020419061934,0.0014393446388240249
112,0,0,7.1806640625,9.0810546875,5.39248609712951,6.898032585005424,6.074288730123049,7.358910087832463e-05,0.0003031699219387279,7.591528771696522e-05,0.0027153875989075317,0.0010851959146560657
113,1,8,11.482882882882883,5.29009009009009,6.027291570704745,6.363887609396591,6.164325195762322,0.0005479452054794521,0.002403475309530006,0.0005479452054794521,0.0070181920537634975,0.0038947945205479455
115,1,8,4.395555555555555,3.2666666666666666,6.1208064516129035,4.569032258064516,4.179838709677419,0.0005531279384921733,0.0029404356125896374,0.0005558866984413348,0.00873346802385581,0.003409480612865756
117,1,7,5.8221428571428575,5.11,6.195102809606027,6.645895463820437,5.931094019777115,0.00039341850151187677,0.002002608034829307,0.00039341850151187677,0.007345492814272299,0.002315913094539049
118,1,6,8.578404774823657,8.550189907759089,9.095373376623376,8.321428571428571,8.585633116883116,0.0017426522665373483,0.010177583208482183,0.0017426522665373487,0.01445373052483073,0.006727934801456563
119,0,1,3.375581811672037,4.650196920873612,3.822946175637394,4.33821899248676,4.963357556349304,0.0002185512628516904,0.0016466823292870898,0.00021430714500021448,0.005488941097623632,0.0022502250225022503
123,0,1,4.06491458607096,5.198948751642575,4.313130759104871,5.2377687582272925,5.313624396665204,0.00023219095384043867,0.00182901045725903,0.00023219095384043867,0.004857454732490032,0.002365561437726386
124,0,0,6.4576512455516015,7.409964412811388,6.0890950034558875,7.732213328576844,3.6527502173864574,6.217167959533224e-05,0.0002949679889328459,6.669903995886032e-05,0.0023675271438305103,0.0012444444444444445
125,0,1,5.311336032388664,6.256680161943319,6.1866666666666665,6.835833333333333,6.308125,0.000759730261058794,0.0045116392515970926,0.000718258692189886,0.00795592913097527,0.004965694682675815
126,0,1,4.245210727969349,4.98254576415496,4.4759568204121685,5.829489695780176,5.372914622178606,0.0007832595258975096,0.004843583725169758,0.0007832595258975096,0.007996937245391885,0.004470046082949309
127,0,1,6.233626588465298,5.0837406321277285,5.237336201838451,6.2507334246039505,6.1303539996088405,0.00042744735632431767,0.003168094137093957,0.00042744735632431767,0.00572775776802401,0.0029893536759158356
128,0,1,3.63924237940219,5.02515537141166,4.024778030146603,4.681550691720008,5.114598389428041,0.0002728764945928169,0.00227395362616503,0.000265041081367612,0.004565173945358094,0.003583355420090114
131,1,7,5.795631825273011,6.564742589703588,7.185905801399929,9.194685016016134,6.903547277257089,0.0006097009913312556,0.0026720556560929135,0.0005088544618289062,0.0069634520977579495,0.0032911392405063295
134,1,8,6.1154529307282415,5.060390763765541,8.489831493317839,9.11272515979082,8.961650203370134,0.0019641806749324925,0.005586184943766065,0.0018569614968811693,0.011473891128056189,0.007206208425720621
135,0,1,4.102189781021898,6.732846715328467,6.69598180439727,10.204700530705079,7.751326762699015,0.001908718973115869,0.006656033767525488,0.001853911753800519,0.012707074147715087,0.007773187139149319
137,0,0,4.2780327868852455,6.545573770491803,5.879107862903226,6.584702620967742,5.8754284274193544,0.0001508764206886254,0.0008679808346474512,0.00014868439491538775,0.003968856236282792,0.0022138714640785894
140,1,8,9.421728971962617,4.621495327102804,6.515629651682048,6.164036915748735,5.644834772253647,0.0010906993611963173,0.003968764773321811,0.001090699361196317,0.009676632758303761,0.005989304812834224
142,1,6,9.806856591018832,9.028488652824722,11.872105263157895,10.959473684210526,10.962631578947368,0.002168535249878101,0.014722744160174142,0.0020148106698317744,0.01679500885415056,0.006297466861644417
143,1,7,5.313534278959811,5.444739952718676,5.193225148532411,6.31967721911856,5.563625077591558,0.0003784836222317964,0.0026159838793073857,0.000393187455613699,0.005898773682270624,0.0033849282566941587
145,0,0,3.507865168539326,7.617078651685393,4.965602796887335,6.522527348595918,5.8849526333596485,7.449751281812224e-05,0.0004908014999449439,7.867814256794823e-05,0.002682278546232391,0.0016456889057717453
146,1,8,4.191827468785471,3.7105561861521,5.008983717012914,4.183885457608086,4.131386861313868,0.0011640211640211642,0.003851909994328317,0.0010582010582010585,0.009276627701139946,0.004748102139406487
147,1,8,4.878391959798995,4.988944723618091,6.354375896700144,5.408485345357655,6.293707726993237,0.0008558912980004162,0.00320584742372998,0.0008558912980004162,0.007986401774484878,0.004741951967296883
148,1,8,5.547688706846109,2.8706846108835578,6.8825205826472455,4.42811906269791,4.095946801773274,0.0010327675951984944,0.00500242799691452,0.0009057971014492754,0.00867770642173731,0.004829710144927536
149,0,0,12.987577639751553,13.993788819875776,5.8413173944864605,6.931475969748719,6.234398633813125,6.752853886209785e-05,0.0003137076527235435,6.366651700401142e-05,0.0026356175381125383,0.0016696320990891441
150,0,1,3.9641995172968625,4.720836685438456,4.245210392791532,5.017233837809465,5.422097804216604,0.00038686528786885805,0.002143767717151835,0.00036630887310292945,0.005672331181198612,0.002932471264367816
151,0,1,5.519522776572668,5.4940347071583515,6.116096368715084,6.503666201117318,6.621682960893855,0.0005690869992849092,0.0035385801032338593,0.0005580357142857144,0.008507986065418154,0.0037924107142857143
153,1,8,5.61472326706072,4.155292853304675,11.820698747528017,9.183750823994727,7.420731707317073,0.0005132417817042368,0.003628140174063561,0.0005204539635548626,0.008119351175075704,0.0030667996011964106
155,1,7,6.866666666666666,6.190763052208835,7.031760644418872,7.198619102416571,6.416570771001151,0.00047270042769934073,0.003342496778959849,0.0004727004276993403,0.0070487189792090245,0.004240289237044591
158,0,0,7.7703081232493,7.530812324929972,5.297799106905937,7.053623550996581,6.305668645423461,5.116319524386948e-05,0.000255815976219347,5.217642618524947e-05,0.00264228556022619,0.001511770093065852
159,0,0,13.942376950780313,13.56062424969988,7.15611060510521,6.899262009855438,7.933569209930171,8.001388311385487e-05,0.00030092028972487846,0.0001004484995893379,0.002926312382448834,0.001104988191512202
160,0,1,5.2731386260798025,5.832990538872892,5.470445736434108,6.374709302325582,6.194864341085271,0.00045061406429389877,0.002779839724825003,0.00043985800162468867,0.00726553799110936,0.003515406162464986
161,0,0,3.791021671826625,4.814241486068111,4.164094488188977,5.252450208429829,5.498323297823066,9.69588893903305e-05,0.000630232781037148,9.926227202113115e-05,0.003524961623830115,0.001746356211791327
162,1,5,9.363235883059671,8.804965959150982,8.798037353592909,7.722063944286167,7.900601456157012,0.0014566539531673743,0.009790973557892449,0.001414827391058291,0.014487307441320894,0.005831549420535913
163,0,0,7.8432,8.9104,5.338431857157269,7.673118632099263,6.515270352062948,7.465639394685953e-05,0.0003509644642595402,8.512138570472926e-05,0.00259096410761086,0.001310966277706854
165,1,8,7.507540983606558,4.828852459016393,6.384342379958246,6.434864300626304,5.754279749478079,0.0007364854912358229,0.0034299988281617376,0.0007364854912358229,0.009290524373983559,0.005561938429812933
166,0,1,4.049562682215743,5.322782174094128,4.181212717901198,4.881971390513697,5.347889036891179,0.00022324916839684775,0.001958494604019495,0.00022324916839684762,0.005652922870808169,0.0018342151675485008
167,0,0,5.13975448536355,9.298394711992445,5.736750468755979,7.338059158917844,5.961810737381854,0.00011111234569272984,0.0007704501527065731,0.00011439716153498364,0.003254984915408126,0.0015320170224113602
169,1,6,10.031392694063927,9.480022831050228,9.180774217447675,8.518244119281349,8.03482126319689,0.0008780645282751669,0.005022588822215674,0.0007303157925383975,0.010284416072974584,0.005098466681200494
170,1,4,10.559865092748735,10.168634064080944,9.099062444719618,8.109410932248364,9.176012736600036,0.0005058288037262856,0.003199509104864158,0.00048449612403100775,0.00731653316144702,0.003199612403100775
172,1,6,5.950863213811421,7.564409030544489,8.285106382978723,10.083687943262412,8.720567375886525,0.0062870930545718025,0.01654554066520116,0.005270304406814247,0.024217828452423734,0.010723514211886304
175,1,6,8.307079374808458,8.300337113086117,8.174617144868861,7.277063897201197,8.289913747579652,0.0008667575739794783,0.005633924230866614,0.0008087780155416792,0.009330060099713435,0.0041300498953806535
176,1,8,4.859514687100894,5.001277139208174,5.4596192673781365,5.5002884338044415,5.72843957311797,0.0005928403108467374,0.003609853434777356,0.000584227160860417,0.006952884063139846,0.0038204859900011624
177,1,7,5.129527559055118,5.77992125984252,5.950688177923617,7.656640233342448,6.423388934463586,0.00043966191631791926,0.002756258926552426,0.0004217900168411605,0.006172612092128631,0.0032078749276201507
178,0,0,4.868340477648499,5.546846295162278,4.979483145699162,5.509660292021041,5.414679710928667,0.00010865854441137911,0.0005626929454902674,0.00010865854441137884,0.0037052526877328416,0.0011208898928122403
179,0,0,10.601728201099764,9.987431264728986,6.907876493760866,6.186227689869935,7.3478729725566145,0.00010479983232026838,0.0005872532268338673,0.00010479983232026838,0.0032467826981890497,0.001753091595053448
180,0,0,0.0,0.0,5.493498209950208,7.089162997407514,6.480402041068269,0.0,0.0,7.150378828534903e-05,0.0028842213054065652,0.0012207719782773227
181,0,1,4.083884087442806,5.06532791052364,4.133726988537687,5.061082717213318,5.147422220016871,0.00020723509504542938,0.0016720180801238942,0.00020422425566187562,0.004904961493475581,0.0030221499695183905
183,1,7,4.127301841473178,4.616493194555645,6.885097764275142,6.120822622107969,7.031315727973825,0.00028867339636700414,0.0019721541786375447,0.00028867339636700414,0.00540295221793169,0.0028034698684437295
184,1,7,10.501884083976314,9.950116633769962,13.144393999210422,18.859356494275563,14.161073825503356,0.0003630735412254655,0.0035434103570055574,0.0003684262654330045,0.006253757766389337,0.0028265895953757227
185,1,6,17.55290428142896,16.19348241068994,15.119661458333333,14.211067708333333,12.610286458333333,0.0003475118154017233,0.004379889811843203,0.00034751181540172357,0.007608286896246056,0.00233666944676119
187,0,0,5.418068236424796,5.374819798173955,5.518126888217522,7.558825238205903,6.019172670230072,0.0001622400041788091,0.0008260964932947126,0.0001584752222527323,0.004639631098463521,0.0025429286258177807
189,1,8,7.85028427037271,5.852811118130132,13.6229632436529,12.993179234558545,15.90564607805987,0.001143902997025852,0.005609791734266406,0.001143902997025852,0.008790952210862893,0.004744909631663235
192,1,4,7.397541735461383,7.687396807925151,6.39594709897611,5.789163822525597,7.372184300341297,0.00021604737238258896,0.001980690272031723,0.00021604737238258896,0.00531267108147868,0.0017378592772534771
193,0,1,5.915554072096128,5.523030707610147,5.290275278277678,5.82756781976938,5.754715723521962,0.00035295153850272316,0.002582835083828811,0.0003397523874618286,0.005242752677238277,0.0030777552400270457
194,0,1,5.868213228035538,6.315893385982231,5.7250723093317095,6.5521388339168825,6.515146902115999,0.0005919456133727407,0.004572313813166468,0.0005919456133727407,0.007728496390570346,0.004309263988855352
195,0,1,3.6746724890829694,5.171033478893741,5.595380390890002,6.166209013083508,5.438216766273623,0.0006109481915933528,0.003980082471872515,0.0006109481915933528,0.006886662649541473,0.0034579667644183774
198,1,7,5.572721598002497,6.204431960049938,5.641597620565116,7.9167197790524755,6.362863819842787,0.0004112733516582455,0.0030308064267941604,0.0004213304199127106,0.0069490003027416255,0.003724013750204616
199,0,1,6.172282608695652,5.980434782608696,5.85453034081463,6.404655029093932,6.3173732335827095,0.0005785136729739941,0.003171187851003786,0.0005672793283412755,0.007941302774238082,0.004692534604039029
200,1,6,11.1892948173322,10.418011894647409,10.887847813742193,9.821976149914821,7.723736513344691,0.0007397773736563038,0.008187007854780586,0.0007397773736563038,0.010685713866782758,0.00541774015458226
201,0,0,8.794392523364486,8.934579439252337,7.464162158949057,7.0111513998692265,8.17554538429531,8.947538836468035e-05,0.00036076922345717257,9.079450700841847e-05,0.0031838881533721715,0.0010897435897435897
202,0,0,5.609734897870491,6.344632768361582,5.685848473612656,7.1638363613891975,6.118329007539241,0.0001243270796812254,0.0008008246821671661,0.00012678924107251463,0.004019938816439361,0.002039958723409546
203,0,1,4.293069858057334,5.582799888672419,4.471227161559487,5.459718026183283,5.494173500215796,0.00032556381675268763,0.0023783528581423938,0.00033013870822509966,0.006706453600584771,0.0034518087528459395
204,1,5,9.054913294797688,9.002890173410405,13.076358930112166,11.62704918032787,11.932269197584125,0.0007963051441312308,0.0053281086027456934,0.0007963051441312308,0.010728863627752326,0.0038891543239369325
206,1,7,5.593047034764826,5.377096114519428,5.132146215326752,7.404113775270334,5.718159379407616,7.018233370296046e-05,0.0005782274728477459,7.157221781217499e-05,0.0025009442857203694,0.0013525539351234507
208,1,8,7.209156626506024,3.8448192771084337,6.225968021575804,6.888846079753419,5.764207281833944,0.0007306304563495394,0.005832363858575818,0.0006365817120590242,0.009691702275827708,0.0056454431960049935
209,0,0,7.152572233967583,6.785764622973925,6.023896433672659,6.6902305756455895,6.365792277869726,0.00013520019620211172,0.0008346705142188916,0.00013197299603578258,0.0037889748885664093,0.0019377289858307834
213,1,7,4.977332170880558,4.4001743679163035,6.566529492455419,6.226729374877523,5.42347638643935,0.0007012622720897624,0.004154054199051863,0.0007552825816457931,0.0075300026342474706,0.0048583450210378685
214,0,1,5.045064377682404,5.777682403433476,5.757287213369607,6.175087446560435,6.211426350563545,0.0007029252155490471,0.003978734405751809,0.0007029252155490471,0.007459788675356872,0.0037910118555279848
215,0,1,4.3173404773502195,5.271797369702874,4.596537159213879,5.685865884734876,5.610343142388383,8.82094461949912e-05,0.0007050511698775161,8.610390531983827e-05,0.00344127777551341,0.0011902191607121439
216,1,8,6.291347207009857,4.169769989047097,5.698984949247462,4.659782989149457,4.648232411620581,0.0010223598022241175,0.006292673614626653,0.001022359802224117,0.009513250973419433,0.005261152882205514
217,0,0,4.415094339622642,6.487814465408805,5.872232712592785,7.0390187524417245,6.342476233884621,7.9924551223645e-05,0.0005282885874026356,8.150736926090236e-05,0.0031419397308514135,0.0012394699403762846
218,1,8,6.8577694235588975,4.5018796992481205,10.796382730455075,12.049299883313886,10.268378063010502,0.0007972574344255762,0.004499386449660357,0.000797257434425576,0.00799168561660953,0.004225464402455552
219,0,1,5.172213247172859,5.316316639741519,5.6851024697845505,5.9544140830267995,5.364555964266947,0.0005336028258001958,0.0038066153401157313,0.0005466512764673996,0.006720510193033224,0.003546777105235213
220,0,2,8.087412587412587,8.625874125874127,10.368845500848897,9.764006791171477,10.05730050933786,0.002144082332761579,0.009477717026286596,0.0021440823327615773,0.017768738726501424,0.0048956546598056035
221,0,1,4.883572159672466,5.569089048106449,4.768387725280078,5.800474914758889,5.5820750121773015,0.00017972021119793693,0.0014546656640035114,0.00017554980078471338,0.004376473135714124,0.002696412586931075
223,1,7,5.771474878444084,6.475688816855754,6.751446642443817,7.085856546898129,6.775669492665859,0.0005270925574530888,0.003442281650275289,0.0005375310471845651,0.0071069592201910906,0.0033712839974699557
225,1,8,6.720675944333996,4.584493041749503,5.862630208333333,5.885904947916667,5.599283854166667,0.0006993654082678882,0.0024420081257921097,0.0006133840397472858,0.007921208335900468,0.0033171808869533214
226,0,1,3.550632911392405,7.270886075949367,4.520573566084788,6.594347464671654,5.858063175394846,0.0007971938775510201,0.002848783224682021,0.0007971938775510201,0.009064203063489729,0.004588647959183673
227,0,1,4.46402740768938,5.596117244004568,5.294876263506448,5.887591495294528,6.0927152317880795,0.0006071645415907706,0.004385897099783412,0.0006071645415907717,0.007607749900511031,0.004410443230115362
228,0,0,7.9178832116788325,10.962591240875913,5.80499541704858,6.647394768384686,6.117852358457308,0.00010498026371042238,0.0005119335407842699,0.000107059282640312,0.003460226569992788,0.0015188544553623917
229,1,6,7.306938612277545,8.44631073785243,10.596583850931678,10.347826086956522,9.860869565217392,0.0009155832265152902,0.008997439674506062,0.0009201497547263221,0.011714457133537415,0.00558505768174327
231,0,1,4.039572864321608,5.19891122278057,4.539871732817038,5.26273596321394,5.591118102613747,0.00017485574401119057,0.0014097320769887306,0.00017572784789510233,0.0043964311825253595,0.002532610596258087
