ID,ABNORMAL,GROUP,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25
21,0,0,3.788332086761406,1.4457741211667914,1.4861630516080777,110.93049531048072,96.95905467480455,102.04831548373063,6.928197456993269,9.364248317127899,10.464472700074793,5.404539812931046,7.889895461466611,6.179250956457206,0.645391183708524,0.011041009463722398,8,0.000107354617074339,0.0004553921971018295,0.001462706657637868,0.0014678679373049037,25,8.421589035943647e-05,0.003230712397146635,0.0014666292301848151,0.0018246981683650717,190.03403141361258,24.895287958115183
22,1,4,27.883053221288517,28.186507936507937,36.12978524743231,128.00236127508856,131.5518118245391,144.983016983017,6.236227824463119,5.392623716153128,6.860410830999066,5.601035328308056,4.883116883116883,6.264553628189992,0.4634259259259259,0.1803030303030303,18,0.00043331776687655706,0.0034088310995482474,0.003757482229704452,0.002770763187429854,25,0.00043331776687655706,0.007239546612540244,0.003814814814814815,0.0029208754208754207,298.54814814814813,39.11111111111111
23,0,0,6.250577367205543,5.924364896073903,4.6362586605080836,88.77984951215478,91.06664461716554,91.02798908549694,7.24364896073903,11.797344110854503,6.854503464203233,5.151707458243758,6.808603439722177,5.814060691251861,0.6026660022424318,0.02157717702753208,10,0.00013475338017181963,0.0006871101150186957,0.0017042481624517255,0.0017802416843154354,25,0.0001252008922526583,0.004077882597637579,0.0014924629375856486,0.0019409492961255763,347.4826086956522,45.52173913043478
26,0,0,8.35665914221219,6.922686230248307,6.400677200902934,102.2206524303917,102.96485665408211,102.2802471684757,8.198081264108351,11.133747178329571,8.436794582392777,5.639909745162813,7.281191009910335,6.183252713544125,0.602978969365524,0.015757414076741808,9,8.936797493326995e-05,0.0005131488345117072,0.001151077715036632,0.0014218032892169214,25,8.936797493326995e-05,0.002384518934867385,0.0012556133564536926,0.002038504290605131,259.5333333333333,34.0
27,0,1,24.54554794520548,24.065753424657533,39.493493150684934,173.893896332386,91.68723778589796,87.64988496413588,5.619178082191781,5.919520547945205,6.3195205479452055,5.496954933008526,6.053999187982136,5.983082961158479,0.34847198641765703,0.13770986606300697,14,0.0004739613101830264,0.003363006316922669,0.0036482334869431645,0.0017786401487589942,25,0.0004923743873283601,0.00690871159299377,0.003940765893227693,0.0031428032446708166,315.7983870967742,41.37096774193549
28,0,2,54.198095238095235,50.72698412698413,59.261587301587305,163.81023348236462,163.48981619473423,161.2374565325385,6.906031746031746,6.182857142857143,7.825396825396825,9.468951813214108,8.56582215598609,9.725782414307005,0.39940476190476193,0.3125,11,0.001994022940698589,0.009730317329554945,0.006637806637806638,0.004942279942279942,20,0.001994022940698589,0.014325616671575158,0.0066071428571428574,0.007787698412698413,222.63888888888889,29.166666666666668
29,0,0,1.5584795321637428,2.043859649122807,4.624269005847953,120.14588071602493,74.83801139860327,75.43196960372461,9.578947368421053,6.135964912280702,11.078947368421053,5.976400074920397,7.330907339523185,8.009552350627459,0.5489893648275457,0.010047593865679535,6,0.00015615115184109904,0.00045060995505546655,0.0021862819985506393,0.002235246880936992,25,0.00014980373446127232,0.003804457927568598,0.0017915271167518656,0.002255126623185851,200.27240143369175,26.236559139784948
31,0,1,17.70110258868648,21.086289549376797,21.335570469798657,111.88849096532638,124.45661728797005,125.15155461500895,4.427852348993288,5.2056567593480345,5.291227229146692,4.644527646643876,5.570785175538553,5.620055347550057,0.4676817662733156,0.10587488897348052,19,0.00025377490166222537,0.0026330292595842567,0.0020849611657617587,0.0028663207314059795,25,0.0002649487757622269,0.004885216293416856,0.0022646872224337013,0.0027620860296916636,263.65945945945947,34.54054054054054
33,1,4,9.71939113170086,9.842929627178469,9.897639532318554,72.27807041863043,74.36975721810765,74.49237593568063,9.654974630487535,7.305978380763292,8.56342378116038,7.626440651114896,6.924907917145234,7.92676937700503,0.3939493228484054,0.07072645571990265,17,0.00016804483577153158,0.0014456605360916811,0.0014960112485361118,0.0016116538358462652,25,0.00015602571303750847,0.003444353755262197,0.002595019659239843,0.002088872246146165,308.8348623853211,40.45871559633028
34,1,7,88.47304663840097,24.653846153846153,36.71502119927317,150.7410705451667,157.87859899079845,163.41634510735133,2.9339794064203515,3.057540884312538,4.6341611144760755,3.4267339467695654,3.9282675373503513,5.1478183437221725,0.4264377030505042,0.13931901607527108,17,0.0004240274934020039,0.003122231129488207,0.0028790048570797463,0.003464733431451143,25,0.0004302788501407355,0.0065577495961445355,0.0031340449770051898,0.003685920425298511,181.34682080924856,23.75722543352601
35,1,8,18.9209726443769,19.157294832826747,24.141337386018236,82.30854486950304,92.78977475867,85.178405434394,4.427811550151976,3.725683890577508,3.6595744680851063,5.812298891669646,4.575974258133715,4.715051841258491,0.2744309262166405,0.12912087912087913,9,0.0009811616954474094,0.004442398517532093,0.004556950985522414,0.005581719867434154,25,0.0009811616954474094,0.008632550323223756,0.004536891679748823,0.005098116169544741,215.78846153846155,28.269230769230766
37,1,5,41.89433384379785,42.16385911179173,41.757274119448695,159.4881474978051,158.76338893766462,159.8441615452151,8.898928024502297,8.388973966309342,9.341500765696784,14.06233538191396,13.16593503072871,12.243634767339772,0.5259755252828446,0.30154698683906717,9,0.0023771946758224427,0.0104541504711815,0.01046717463249442,0.007670797095872137,14,0.0023771946758224427,0.01803336337083042,0.008559554045584986,0.006382557640927532,266.54098360655735,34.91803278688525
38,1,7,25.626884963377854,19.299439896596294,26.3446790176648,135.1100764881942,131.1443298969072,129.24077153308946,6.501077121930202,7.2055148642826365,5.638087031451961,6.679082141669438,8.37080146325241,6.658962421017626,0.3420154686078253,0.13199499545040946,13,0.0005686988171064609,0.004117473694244303,0.004343984041436271,0.002589766920977112,25,0.0005686988171064605,0.00762586733025312,0.004208371246587807,0.00282302092811647,321.00892857142856,42.05357142857143
39,0,1,14.848432803778445,12.451696006869902,12.893945899527694,85.56426116838487,89.8446735395189,88.68419243986254,5.096178617432375,5.689136968656076,5.7153284671532845,6.143041237113402,6.173367697594502,6.269759450171821,0.4485549132947977,0.0897495183044316,13,0.0003853564547206165,0.002775636702176356,0.002848673484511635,0.003438565288276271,25,0.00038727844397383,0.006621406276298513,0.003354142581888247,0.003657803468208093,264.11333333333334,34.6
41,1,8,31.348422496570645,13.954732510288066,16.112482853223593,119.75815131370688,89.96169673947452,85.5982905982906,9.106995884773662,6.207133058984911,5.2770919067215365,6.274770496992719,7.201329534662868,6.427350427350428,0.3585291113381001,0.08273748723186926,6,0.0012064630362881227,0.0036968556293048077,0.006090871259410585,0.006317860250444521,20,0.0011684973488806038,0.009014778546049524,0.005555555555555556,0.0050675292248325956,254.73033707865167,33.37078651685393
46,0,0,2.984488107549121,2.1044467425025855,1.1261633919338159,105.99072225877315,112.24248134973293,110.1274797328189,5.437435367114788,11.840744570837643,11.572905894519131,5.9883024632849,7.369515037300534,6.274117109180726,0.6431870669745958,0.006935578729935593,9,7.172263422890982e-05,0.00035558806122934136,0.0017181555488614431,0.001734093912023423,25,7.724764114490151e-05,0.0032245606185120853,0.0013283031859194125,0.0016938017299499377,307.94099378881987,40.3416149068323
48,0,1,28.808106169296988,18.603658536585368,18.332137733142037,112.37726590462995,116.8051610668514,124.59409998845399,3.629842180774749,4.224533715925395,4.7560975609756095,4.0428934303198245,4.562868029095947,4.999769079782935,0.38436106241817736,0.06186344775556394,14,0.00022299854929595705,0.0014587596169164667,0.0023314493658647918,0.00219831425591738,25,0.00022299854929595683,0.004876978934363946,0.00224465795371336,0.001952648279228704,295.1283422459893,38.663101604278076
50,1,8,11.198473282442748,10.030534351145038,18.76030534351145,111.25389585708857,66.21626757886735,64.81451919422273,8.140458015267175,5.041221374045802,3.9938931297709925,6.537818320030406,7.3895857088559485,6.64614215127328,0.29436115462072054,0.07328261356008056,8,0.0011518941755411722,0.0039556208390386415,0.006405236070709331,0.004671067352875364,23,0.0011188185276348184,0.009785665520550402,0.0062848414682790624,0.004489867395682333,304.4024390243902,39.8780487804878
52,1,7,19.646284829721363,14.777863777089783,30.3359133126935,152.83338711908164,153.31524595454337,152.3140011986538,6.08204334365325,8.336687306501547,6.675696594427245,5.197501267806924,7.312986953114195,6.268452353510672,0.5569220499127041,0.03317243504159392,7,0.0002680575769978058,0.001161078263797372,0.003341451605804076,0.002219075984096011,25,0.000258033162707222,0.005258102546742122,0.0028828181164629765,0.002607579336551299,269.26373626373623,35.27472527472528
54,1,7,34.318200080353556,38.26235435918039,82.46323824829248,125.06219593627779,120.84307927120099,118.8260040064867,5.825632784250703,5.573724387304138,5.642828445158698,5.9400934846894975,6.33759420013355,5.610130687780216,0.4113884310493682,0.09767679146063889,12,0.00040020559717391003,0.002716878413102736,0.003953771289537713,0.002711064019046124,25,0.00040020559717391003,0.006559165659140155,0.0036967271014834,0.002450357114826152,310.9051094890511,40.729927007299274
55,1,8,15.675486381322957,15.505836575875486,16.95408560311284,135.2159319758335,97.43947191765496,95.45289773998657,6.832684824902723,4.177431906614786,4.862256809338521,6.08033117028418,6.051689415976728,6.2501678227791455,0.39033976766529827,0.1122368765831077,9,0.0009118968039925364,0.0039110163642655455,0.00516299337157054,0.004532176512262109,25,0.0008777950581815782,0.007983249088839097,0.004936675692200193,0.004814394270241943,229.0,29.999999999999996
56,1,7,49.014137103227526,56.01840490797546,57.717524673246196,137.8238884987305,131.96110420830857,131.57522554156986,6.107228594291811,7.327554014403841,6.288343558282208,5.547242180325212,7.305440008643509,6.130246880233375,0.47325765710487294,0.09584803395203763,15,0.00025566293398783036,0.0019249568424687903,0.003400317022038145,0.0023589166709277157,25,0.00026072605786126626,0.006072573260233133,0.0032049905404714423,0.0028020657565066215,354.3018867924528,46.41509433962265
57,0,1,22.78429717180245,25.899957788096245,25.681300126635712,125.78848684210526,127.11644736842105,127.65180921052631,5.479527226677924,5.886449978894048,5.934993668214436,5.80641447368421,6.584375,6.150328947368421,0.3712977099236641,0.14467175572519084,12,0.0006227810092937752,0.00366463100792122,0.0035826972010178115,0.00388295165394402,25,0.0006137328623585275,0.006659009257299043,0.003717862595419847,0.0036054961832061067,239.99200000000002,31.439999999999998
59,1,7,40.21278672523182,37.53928745729624,55.56612981942411,100.43042156733183,100.19611470860315,93.30011893749175,4.979990239141045,5.339677891654466,4.923865300146413,6.317430950178406,7.249768732654949,6.185410334346504,0.42831267334578593,0.11597894379351333,11,0.0006096297964718972,0.0036388980948537796,0.005109680606369348,0.0035968446564473055,25,0.0005772366008482238,0.0074616880297788185,0.004596139695477444,0.00358634742740703,295.54700854700855,38.717948717948715
60,0,1,39.061307113938696,35.26315789473684,35.75187969924812,133.04828614008943,135.07242921013412,135.68137108792845,5.702718334297281,6.779641411220359,6.420474262579526,5.771684053651267,6.782712369597616,6.251266766020865,0.30475065855209377,0.15705332001090017,9,0.0010276781268947922,0.005123113326261631,0.004460996558371433,0.005217952987959347,25,0.0009083477155054951,0.008197806679893537,0.004312834953220093,0.004777908983558907,247.13861386138612,32.37623762376237
62,0,0,4.078571428571428,1.1224489795918366,1.2244897959183674,130.0651827393829,93.05670044403962,94.7691136286007,9.03061224489796,8.590816326530613,11.827551020408164,5.322583399749516,7.741973129910053,6.661547876579756,0.5950542005420054,0.008299457994579946,9,8.468834688346886e-05,0.00033028455284552833,0.001765281541704306,0.001051076482987052,25,8.468834688346886e-05,0.0035706961208084318,0.001217818428184282,0.0017056233062330622,264.065625,34.59375
64,0,1,55.07279457125232,27.995681677976556,39.65391733497841,129.50926808600784,137.61879038237475,144.86738692935072,4.03362122146823,4.687847008019741,5.3627390499691545,4.383116195318292,5.155068319034001,5.33312149136744,0.4011983681795003,0.13776984531701514,14,0.0004270727358966891,0.002974672785993541,0.0024707996406109615,0.0023159952405235424,25,0.0004249532551419341,0.0059288213518115945,0.0035441101478837327,0.0033469318374978753,246.0202702702703,32.22972972972973
65,0,0,3.9165266106442576,2.9787114845938376,3.784313725490196,80.28458938383972,80.40648072964858,80.91411900220933,6.207282913165266,9.014005602240896,9.68235294117647,5.667598240081576,6.459599297543289,6.431255546953189,0.5238495627745025,0.017657183555573143,12,0.00010327529882592637,0.0006515203497833703,0.0015184188659834606,0.0014829726058112084,25,9.941316445535642e-05,0.003753859628616975,0.002130336722985004,0.001870375499544969,358.8267716535433,47.00787401574803
67,1,8,34.89787798408488,11.604111405835544,25.542440318302386,171.45237479527626,111.90690457719163,101.46901129212999,7.9648541114058355,6.003315649867374,4.522546419098143,5.030514610809413,5.927764847857944,5.240927506249461,0.47670118343195267,0.06196581196581197,9,0.0004290066777165742,0.0021355664793205596,0.004451566951566952,0.0029905398495142085,25,0.0004129633309139091,0.006209287969036009,0.004104207758053912,0.0033925049309664695,268.7569444444444,35.208333333333336
69,1,8,15.587183308494783,13.350223546944859,41.29359165424739,83.25552825552826,65.86691236691237,56.22809172809173,5.731743666169896,3.8912071535022354,3.767511177347243,5.151105651105651,5.312858312858313,5.895986895986896,0.29503443276549474,0.08106801981394225,7,0.0012613635989984955,0.004160728611265571,0.0046600735256045155,0.004867187904520271,21,0.001208167210341911,0.009333433812167677,0.005310182548312305,0.005172106295701802,239.29213483146066,31.34831460674157
72,1,8,32.69528875379939,24.10562310030395,27.54483282674772,101.76276512175963,79.32560879811469,80.32600157109191,14.814589665653495,8.474164133738602,10.402735562310031,22.24469756480754,18.243519245875884,23.58994501178319,0.30208827717133363,0.15614617940199335,8,0.0012387644172888643,0.00501857759434186,0.005650806834361652,0.005917774086378738,22,0.0011865211200759365,0.009151609016741176,0.005333951762523191,0.00608901065711697,200.95918367346937,26.3265306122449
75,1,7,51.61204717775906,39.43934288121314,57.672704296545916,140.8464179239317,123.81344294877586,119.34004878489475,6.271272114574558,5.790227464195451,5.778433024431339,6.4134068118167855,7.271207877857078,6.3872075164874875,0.3983230774766994,0.08542948648745907,12,0.00039747241776196543,0.0021651169824738314,0.0035205776866146076,0.002767881775762592,25,0.0003598546187340314,0.006519032355736158,0.0026154233689589406,0.00334376911727662,258.171974522293,33.82165605095542
76,0,1,22.25660569105691,18.110010162601625,20.798780487804876,119.10766365509589,126.09157552702489,126.79501505785386,4.244664634146342,5.28150406504065,5.001270325203252,4.714455539705183,5.7031225233792995,5.62719923918212,0.438125,0.06833333333333333,15,0.00018125532133525266,0.001351270050159031,0.001966435185185185,0.0012847222222222223,25,0.00018125532133525207,0.005111719657310862,0.0027166666666666667,0.0016020833333333334,407.1111111111111,53.33333333333333
77,1,4,29.654783319705643,24.57448896156991,27.67408013082584,144.5981502404162,149.60868651304554,157.95669880974276,7.428618152085037,7.134587080948488,7.458708094848733,7.9935100764602325,7.28440053600988,4.84308573530571,0.5838702749140894,0.0938113647520864,22,0.0001541770314973135,0.0016699360584861076,0.001555038604007676,0.002091282858035435,25,0.00016522965166711168,0.00388323016857048,0.0016059155621011292,0.0019421944035346098,176.27491408934708,23.09278350515464
79,1,7,28.328449328449327,32.47008547008547,39.82905982905983,145.97681359044995,146.33700642791553,142.44077134986225,6.690476190476191,5.523809523809524,5.721001221001221,7.831037649219468,7.403351698806245,6.808999081726355,0.3265856950067476,0.12280701754385964,10,0.000749737591842855,0.004244468392478081,0.004543409806567701,0.0028040185934922776,25,0.000749737591842855,0.007413687970809857,0.00344279502174239,0.0037216974059079318,235.02631578947367,30.789473684210524
80,0,1,44.59423434593924,27.546187228766275,35.45753254804712,117.30774873299546,121.68191517738063,122.27960789543879,4.404525728456292,5.198388096714197,5.618722876627403,5.2770072019205125,5.874699919978661,5.964790610829555,0.4111647291072604,0.08845141478394385,14,0.00027418293485413495,0.0019255373838648212,0.0023893084323003168,0.0026497822204117447,25,0.0002755504392717945,0.004540274025082936,0.0028635665716165827,0.002727571835928932,236.30851063829786,30.95744680851064
81,1,4,27.84023178807947,27.565811258278146,28.221026490066226,126.80377291960508,126.86336389280677,126.59150211565586,10.072019867549669,9.565397350993377,9.878311258278146,7.019217207334274,6.548483779971791,7.680888575458392,0.488334050796384,0.20800688764528627,12,0.0009312659342567343,0.005228489522406879,0.004914621896972306,0.006241928540680155,25,0.0009312659342567343,0.01027391055715974,0.004769694360740422,0.00520361601377529,201.12173913043478,26.34782608695652
82,0,0,6.834834834834835,7.01021021021021,8.100900900900902,105.6083171953922,107.71380941923377,107.21471780231188,10.727927927927928,10.013213213213213,11.4990990990991,11.314799656611232,10.66319950488131,11.85499810337599,0.6500843608046722,0.021609344581440624,10,0.00012978585334198577,0.0006674829783581462,0.002193380921479559,0.0012199870214146657,25,0.0001304331683467996,0.0043303570722135944,0.0016607397793640495,0.0013534068786502272,333.54347826086956,43.69565217391304
83,0,0,17.478561549100966,1.5926694329183955,1.9024896265560165,115.6951018015137,94.29677006715701,94.21383647798743,6.787690179806362,7.4695712309820195,7.616874135546334,5.591754610382688,6.520720072486942,6.3198619550154564,0.6211605790479974,0.011968316241650734,9,8.318125146807103e-05,0.0004139249538582503,0.0011302490134461926,0.0016415740349889779,25,8.318125146807103e-05,0.0030678632906369608,0.0012378847697795876,0.001519297461491984,180.97442455242967,23.70843989769821
85,0,1,20.587155963302752,20.67717889908257,23.605504587155963,130.48589874277948,134.95107033639144,134.65171593611961,5.623853211009174,6.093463302752293,6.077408256880734,5.511382942575603,6.576962283384302,6.334692490655794,0.37898396754877345,0.11229154594037731,9,0.0007536346604030407,0.003397920237449942,0.005315533806938095,0.002539723420542428,25,0.0007111815734458348,0.009875643326365315,0.005073723520700535,0.002902581932908377,411.2150537634409,53.87096774193548
86,0,1,17.136979166666666,14.13828125,17.123958333333334,145.9221277042638,151.71592102499474,149.9284289014913,4.073177083333333,4.78671875,4.971614583333333,4.4534761604704896,5.210775047258979,5.4013862633900445,0.4517292091655202,0.09108591489159827,16,0.0002383859675772304,0.0018303090017420588,0.0027871341145215616,0.0026700151809858153,25,0.00023838596757723088,0.004849276744541233,0.002883438493287158,0.00274680962094976,248.76142131979697,32.588832487309645
88,1,8,17.949040370615485,18.69027134348114,51.769027134348114,170.79407945988055,117.10854323552324,114.16086730719293,5.940436796823295,5.230972865651887,4.765056254136334,4.840950402492859,5.533108283562711,5.09348221241236,0.4160319775293037,0.08161832226003349,10,0.0005508582632304638,0.0026129501695992706,0.004769621347161454,0.0036028736563495922,25,0.0005508582632304633,0.007101011226644969,0.004643223680656836,0.003297142548479447,289.56198347107437,37.93388429752066
89,0,0,6.8310392291810045,24.97178251892636,41.584652443220925,123.36560992419021,123.45617714919246,120.80571120366764,4.954232622161046,7.574328974535444,6.99036476256022,5.407200431486531,6.891229436970006,6.645012435202109,0.5495759571840263,0.02392754219843557,14,8.233841086867019e-05,0.0005724740484403028,0.0016161853790507556,0.0014032817738046225,25,8.233841086867019e-05,0.0032712398846323093,0.0012867846850555783,0.001808480856319473,227.03714285714284,29.742857142857144
90,1,8,9.417016806722689,9.018907563025211,30.936974789915965,84.38202048746027,80.92688096079124,70.04168138466973,10.959033613445378,5.150210084033613,4.20063025210084,12.600141292829388,9.66089720946662,6.791239844577888,0.36435006435006434,0.06126126126126126,9,0.0006435006435006428,0.0027034686663577863,0.004147004147004147,0.004332904332904333,25,0.0006435006435006428,0.007585941937259512,0.0033667953667953663,0.0046229086229086225,181.56428571428572,23.785714285714285
93,1,8,29.555737704918034,29.455737704918032,35.09180327868852,92.63299663299664,109.99037999037999,108.83597883597884,4.460655737704918,4.0426229508196725,5.470491803278689,6.668590668590668,5.808561808561809,5.810966810966811,0.2722629649030906,0.07988475641697224,6,0.00170749146286083,0.004808161275716558,0.005587567661952157,0.0066352365985681856,18,0.0013095861707700378,0.009625235633846495,0.005631220534311158,0.006096851172807171,206.59782608695653,27.065217391304348
94,0,0,2.701447527141134,3.4843184559710494,3.2117008443908324,96.10255392112626,94.69697680714737,90.18281743524953,7.433051869722557,10.066344993968636,6.644149577804584,5.368161718256475,7.4459525313599855,6.228174352495262,0.5138466389672058,0.01537691052084879,9,9.274373052381652e-05,0.0004547281003164884,0.001069644358708018,0.0016869054096387529,25,9.458041834086621e-05,0.003108036000479843,0.001634886481673839,0.0020885888113963496,287.61774744027304,37.67918088737201
95,1,3,89.24712307392237,90.20577335673883,91.79383655158962,212.19701879455607,211.99416720674012,208.76215165262477,17.015993758533256,16.667154281256096,15.146869514335869,26.440699935191187,25.583927414128322,19.26247569669475,0.0948138134447585,0.6300847978370406,25,0.000617541822607896,0.008616712863688387,0.003202654540985621,0.004756052599238048,24,0.0006175418226078959,0.00752978920095386,0.004173323501700053,0.006718282741387079,149.28481012658227,19.55696202531646
96,0,0,2.6806554756195045,2.4972022382094323,2.9528377298161472,118.63007367294252,83.7127007115421,87.09035954914678,7.552757793764988,5.902078337330136,5.560751398880895,5.156526667086456,6.78904351111391,5.98515206850954,0.5591901408450705,0.017619718309859155,13,7.584739164978168e-05,0.0004305000483261387,0.0014247020585048756,0.0013147345612134346,25,8.242746415999743e-05,0.0026412300188919354,0.0014977464788732396,0.0013673239436619718,258.02816901408454,33.80281690140845
100,0,0,12.453587556447566,10.455092824887105,8.66432513798294,85.2184130807007,92.51797843716484,90.47338513933053,5.026091319618665,9.288008028098345,6.452584044154541,5.083428979998871,5.962951812896306,5.6521910926298755,0.504863683860549,0.01893226940248884,10,9.78021292009785e-05,0.0005533339367041209,0.0009708368956017859,0.0020015199012064213,25,9.546761300580321e-05,0.003506417559664054,0.0012858364206326587,0.0018835375700579462,182.94765840220387,23.96694214876033
101,1,7,70.54762886597938,39.85443298969072,65.91958762886598,94.8521265189421,111.87687634024303,116.53180843459614,5.244948453608248,6.3261855670103095,5.926185567010309,6.142333809864189,6.284131522516083,5.65939957112223,0.41244103773584906,0.08936468160377359,11,0.00042975765734414056,0.0021919623169167233,0.004355167238421955,0.0022747373499142367,25,0.00038474006887199785,0.0069696928510277175,0.00372936320754717,0.002772700471698113,379.28125,49.6875
105,0,1,32.66676875957121,23.777335375191424,25.00061255742726,191.34417294384224,122.74597342151999,122.97764713087146,5.846860643185298,5.413169984686064,5.140275650842266,5.138036621960929,5.727478718843775,5.660603833670157,0.43342888995062906,0.08666454318628232,16,0.00026543504804374363,0.0020459171494975987,0.0024137999681477945,0.0023822795561926,25,0.00026675892183258745,0.00560376073187945,0.0024388172214259173,0.002361310187397144,260.45604395604397,34.12087912087912
106,1,6,80.69458459468551,79.8318197107299,80.2435250588631,192.60033726812816,197.54974704890387,196.4814502529511,11.203498150016818,10.360578540195089,10.342415068953919,26.72512647554806,26.888701517706576,21.770657672849914,0.2125448028673835,0.5327956989247312,12,0.001792114695340502,0.01264806450795261,0.007765830346475508,0.005316606929510155,14,0.0017921146953405011,0.01577468178112214,0.007373271889400922,0.006131592421915003,332.41935483870964,43.54838709677419
107,1,4,34.904626178469634,33.29445297083973,35.45669809252357,124.0486869087782,127.05609578620097,128.70384335516306,7.868011401008551,6.896294672221004,7.549660162245122,6.851491698088245,5.787325527551763,7.11020705166369,0.4353097013850894,0.13133872779105596,20,0.00028796037665217204,0.002532087187143215,0.005102657874276499,0.0018170299766752094,25,0.0002879603766521724,0.007438357101442387,0.004138566533245025,0.0024695481901690327,543.1652892561983,71.15702479338843
